"","Tumor_1","Tumor_2","Tumor_3","Tumor_4","Tumor_5","Normal_1","Normal_2","Normal_3","Normal_4","Normal_5"
"ENSG00000285330.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285331.2",72,86,154,89,99,95,95,87,106,149
"ENSG00000285336.1",4,47,4,0,1,78,16,17,59,15
"ENSG00000285338.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285347.1",0,0,0,2,4,1,0,1,0,1
"ENSG00000285354.1",0,0,0,0,0,2,0,0,0,0
"ENSG00000285361.1",1,3,3,0,4,0,2,0,0,1
"ENSG00000285366.1",1,0,0,0,0,0,0,0,0,0
"ENSG00000285367.1",0,0,0,1,3,3,1,0,3,2
"ENSG00000285370.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285373.2",14,0,5,0,7,8,6,2,26,49
"ENSG00000285374.1",1,0,10,0,0,0,0,0,0,0
"ENSG00000285382.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285388.1",0,0,0,1,0,0,0,0,0,0
"ENSG00000285398.1",0,2,0,0,0,0,0,1,0,0
"ENSG00000285401.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285402.1",0,1,0,0,1,0,0,3,2,3
"ENSG00000285404.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285405.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285407.1",6,0,0,123,0,2,0,0,1,0
"ENSG00000285409.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285410.1",270,253,1305,762,495,960,765,1059,1182,1536
"ENSG00000285412.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285413.1",0,0,1,6,5,0,1,0,0,0
"ENSG00000285416.1",19,15,35,53,4,12,8,24,5,12
"ENSG00000285417.1",0,4,1,2,382,7,0,8,6,2
"ENSG00000285420.1",3,1,4,1,5,20,21,5,4,4
"ENSG00000285424.1",0,1,0,1,1,5,0,1,0,0
"ENSG00000285427.1",1,4,44,5,18,10,4,13,2,19
"ENSG00000285437.1",13,25,31,1,10,18,1,2,3,6
"ENSG00000285444.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285445.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285446.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285447.1",0,1,0,0,0,1,0,0,0,0
"ENSG00000285448.1",0,0,1,0,3,2,0,0,0,0
"ENSG00000285454.1",0,0,0,1,0,0,0,0,0,0
"ENSG00000285458.1",2,11,3,0,2,12,6,7,13,7
"ENSG00000285462.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285467.1",9,8,16,2,8,5,1,8,2,17
"ENSG00000285470.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285471.1",0,0,0,0,0,0,0,0,2,0
"ENSG00000285472.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285473.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285476.1",0,1,0,0,3,5,0,1,0,6
"ENSG00000285480.1",0,0,1,0,0,8,2,2,0,3
"ENSG00000285483.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285486.1",3,1,2,1,0,0,0,0,0,0
"ENSG00000285491.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285492.1",4,3,9,6,18,2,0,4,3,1
"ENSG00000285498.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285505.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285508.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285509.1",12,18,10,16,2,8,7,2,12,6
"ENSG00000285513.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285517.1",55,11,10,8,3,49,17,22,13,20
"ENSG00000285518.1",2,10,11,5,3,0,0,2,0,1
"ENSG00000285519.1",0,0,0,0,0,0,0,1,0,1
"ENSG00000285520.1",3,1,1,1,0,9,3,3,3,3
"ENSG00000285521.1",0,1,0,0,1,0,0,0,0,0
"ENSG00000285522.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285523.1",4,0,0,0,0,0,0,1,0,0
"ENSG00000285524.1",0,4,0,1,0,5,0,0,0,3
"ENSG00000285525.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000285526.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285527.1",1,1,1,0,0,0,0,0,0,0
"ENSG00000285528.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285529.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285530.1",0,28,4,0,0,10,2,2,3,0
"ENSG00000285531.1",14,19,15,17,20,10,9,5,18,8
"ENSG00000285532.2",3,1,3,0,1,0,0,1,0,0
"ENSG00000285533.2",257,175,418,172,110,115,78,108,167,262
"ENSG00000285534.1",1,2,0,1,1,6,2,0,2,2
"ENSG00000285535.2",0,5,1,1,2,2,3,8,1,10
"ENSG00000285536.1",0,0,0,0,0,2,0,2,0,4
"ENSG00000285537.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285538.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285539.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285540.1",0,2,0,1,0,0,0,1,0,1
"ENSG00000285541.1",3,0,4,2,0,0,3,0,0,1
"ENSG00000285542.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285543.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285544.1",0,1,0,0,0,0,0,1,0,2
"ENSG00000285545.1",4,2,2,4,0,0,0,0,1,2
"ENSG00000285547.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285548.1",1,2,1,0,0,0,0,0,0,0
"ENSG00000285549.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285550.1",0,0,0,0,0,0,0,0,0,1
"ENSG00000285551.2",0,2,0,0,0,3,0,1,0,2
"ENSG00000285552.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285553.1",1,0,0,0,0,0,0,0,0,0
"ENSG00000285554.1",0,2,10,0,5,1,2,1,6,4
"ENSG00000285555.1",1,1,2,0,2,0,0,0,0,0
"ENSG00000285556.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285557.1",5,38,0,1,0,0,0,2,0,0
"ENSG00000285558.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285559.1",0,2,0,0,0,0,0,0,2,0
"ENSG00000285560.1",5,22,4,1,4,6,4,4,0,0
"ENSG00000285561.1",0,3,1,0,0,0,0,0,0,0
"ENSG00000285562.1",0,0,0,0,0,0,0,2,0,5
"ENSG00000285563.1",0,1,0,0,0,0,1,0,0,0
"ENSG00000285564.2",0,0,1,0,22,8,1,0,5,1
"ENSG00000285565.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285566.1",1,0,0,0,0,0,0,0,0,0
"ENSG00000285567.2",1,0,2,0,0,11,4,2,5,2
"ENSG00000285568.1",0,0,0,1,0,0,0,1,0,0
"ENSG00000285569.2",7,2,9,5,2,10,13,2,6,9
"ENSG00000285570.1",12,52,41,5,1,2,2,4,6,6
"ENSG00000285571.1",2,7,48,1,6,10,1,8,2,0
"ENSG00000285572.2",3,2,8,1,1,3,6,6,2,6
"ENSG00000285573.1",0,0,0,0,0,0,0,0,0,1
"ENSG00000285575.1",0,0,0,1,0,0,0,0,0,0
"ENSG00000285576.1",0,0,0,0,6,41,0,40,4,19
"ENSG00000285577.1",0,1,0,1,1,0,0,0,2,0
"ENSG00000285578.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000285579.1",0,1,11,0,0,0,3,2,0,1
"ENSG00000285580.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285581.1",1,29,1,1,1,2,0,2,0,0
"ENSG00000285582.1",1,1,0,1,2,0,0,0,0,0
"ENSG00000285583.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285584.2",1,0,0,2,0,0,0,1,0,0
"ENSG00000285585.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285586.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285587.1",0,48,3,27,1,2,9,8,35,23
"ENSG00000285588.1",1,0,0,0,1,0,0,0,0,1
"ENSG00000285589.1",21,104,34,24,49,43,21,32,24,27
"ENSG00000285590.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285591.1",12,2,5,3,3,4,0,1,0,0
"ENSG00000285592.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285593.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000285594.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285595.1",1,0,1,0,6,3,0,0,0,2
"ENSG00000285596.1",3,8,15,5,2,6,1,7,1,10
"ENSG00000285597.1",0,0,8,0,1,0,0,0,0,2
"ENSG00000285598.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285599.1",0,1,2,0,0,3,0,0,0,1
"ENSG00000285600.1",2,11,6,28,15,0,0,0,2,0
"ENSG00000285601.1",74,19,0,6,4,35,3,33,19,79
"ENSG00000285602.1",1,0,0,1,5,8,4,2,0,3
"ENSG00000285603.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285604.1",1,1,0,0,0,0,0,0,0,0
"ENSG00000285605.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285606.1",0,0,0,0,0,0,0,0,1,0
"ENSG00000285607.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285608.1",1,2,1,0,2,3,0,0,1,0
"ENSG00000285609.1",0,0,0,0,0,1,0,0,0,0
"ENSG00000285610.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285611.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000285612.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000285613.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000285614.1",0,1,6,0,3,4,3,0,0,0
"ENSG00000285615.1",1,0,0,0,0,4,0,0,0,0
"ENSG00000285616.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285618.1",0,0,0,0,0,5,0,2,0,3
"ENSG00000285619.1",0,0,2,0,0,2,0,0,0,0
"ENSG00000285620.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285621.1",1,1,0,1,0,0,1,0,0,1
"ENSG00000285622.1",0,1,0,0,1,0,0,0,0,1
"ENSG00000285623.1",1,0,0,0,0,0,0,0,0,0
"ENSG00000285624.2",0,1,0,1,22,4,7,6,1,10
"ENSG00000285625.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285626.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285627.1",2,1,3,4,1,1,0,1,1,2
"ENSG00000285628.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285629.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285630.1",3,0,1,1,60,0,0,0,0,1
"ENSG00000285631.1",0,0,2,0,3,0,0,0,0,0
"ENSG00000285632.1",17,22,570,42,8,16,21,18,24,39
"ENSG00000285633.1",0,0,1,5,0,0,0,3,0,0
"ENSG00000285634.2",0,0,1,2,1,5,0,0,4,0
"ENSG00000285635.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285636.2",0,6,0,0,0,0,0,0,0,1
"ENSG00000285637.2",344,21,185,11,7,1,1,1,6,1
"ENSG00000285638.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000285639.1",1,1,4,1,0,0,0,0,0,0
"ENSG00000285640.1",4,1,0,0,0,0,0,0,0,0
"ENSG00000285641.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285642.1",2,0,0,0,0,0,0,0,0,0
"ENSG00000285643.1",1,0,0,0,0,0,0,0,0,0
"ENSG00000285644.1",42,30,326,27,1,40,1,0,0,7
"ENSG00000285645.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285646.2",15,6,20,12,49,11,4,31,28,32
"ENSG00000285647.1",0,2,0,0,0,0,0,1,0,2
"ENSG00000285648.1",0,0,14,0,0,0,0,0,0,0
"ENSG00000285649.1",3,2,8,5,15,0,2,1,0,4
"ENSG00000285650.1",2,5,4,2,4,2,1,5,4,3
"ENSG00000285651.1",4,8,10,0,2,6,0,3,3,1
"ENSG00000285652.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285653.1",3,1,0,1,2,7,0,0,2,0
"ENSG00000285654.1",2,0,0,0,0,0,0,0,0,0
"ENSG00000285655.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285656.1",2,0,0,0,3,0,0,0,0,0
"ENSG00000285657.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285658.1",0,1,1,0,0,0,0,0,1,4
"ENSG00000285659.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285660.1",0,0,0,1,0,0,0,0,0,0
"ENSG00000285661.1",0,0,0,0,2,0,1,0,0,0
"ENSG00000285662.2",1,1,5,0,1,3,0,1,0,0
"ENSG00000285663.1",0,0,0,0,16,12,1,0,5,3
"ENSG00000285664.2",10,12,25,5,15,10,7,11,13,14
"ENSG00000285665.1",25,44,17,7,19,36,11,27,12,16
"ENSG00000285666.1",0,0,0,0,0,0,0,0,1,0
"ENSG00000285667.1",10,30,53,13,7,28,5,18,3,11
"ENSG00000285668.1",1,3,28,2,8,10,2,5,8,1
"ENSG00000285669.1",70,133,67,19,52,130,40,102,42,48
"ENSG00000285670.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285671.1",0,0,1,0,1,0,0,0,0,0
"ENSG00000285672.1",5,2,16,2,9,3,1,2,9,3
"ENSG00000285673.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285674.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000285675.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285676.1",6,18,60,2,15,30,6,19,8,8
"ENSG00000285677.2",9,15,10,4,39,1,5,2,13,2
"ENSG00000285679.2",55,45,58,16,11,42,20,40,16,25
"ENSG00000285680.2",0,0,0,0,3,0,0,0,0,0
"ENSG00000285681.2",0,20,1,0,0,1,0,2,0,0
"ENSG00000285683.2",0,0,0,0,0,0,1,0,0,1
"ENSG00000285684.1",1,0,1,0,0,0,0,2,0,1
"ENSG00000285685.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000285686.1",0,0,0,0,0,0,0,0,1,0
"ENSG00000285687.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285688.1",4,0,4,2,1,0,1,0,4,2
"ENSG00000285689.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285690.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285691.2",0,0,2,0,0,4,3,1,0,1
"ENSG00000285692.1",3,6,1,1,0,2,1,2,0,0
"ENSG00000285693.1",47,80,167,308,45,47,39,67,31,160
"ENSG00000285694.1",11,10,26,0,0,6,0,3,0,2
"ENSG00000285695.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000285696.1",1,0,18,5,0,1,2,2,3,8
"ENSG00000285697.1",3,8,3,1,3,2,0,4,4,0
"ENSG00000285698.1",0,0,0,0,1,0,6,0,0,0
"ENSG00000285699.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285700.1",0,1,2,0,0,1,2,0,3,0
"ENSG00000285701.1",2,2,0,1,2,3,0,2,0,3
"ENSG00000285702.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285703.1",2,0,1,2,0,0,2,5,0,1
"ENSG00000285704.1",22,2,8,1,22,1,0,1,0,0
"ENSG00000285705.1",0,3,0,5,0,0,2,1,0,0
"ENSG00000285706.1",0,0,1,1,0,0,2,0,8,1
"ENSG00000285707.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285708.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285709.1",9,1,0,0,1,0,0,0,0,0
"ENSG00000285710.1",0,1,2,1,0,1,1,0,0,0
"ENSG00000285711.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285712.1",4,6,3,1,4,4,1,2,0,4
"ENSG00000285713.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285714.1",3,0,0,0,0,5,6,0,0,2
"ENSG00000285715.1",8,8,1,1,30,0,0,0,0,1
"ENSG00000285716.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285717.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285718.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000285719.2",1,0,0,1,0,2,12,2,0,2
"ENSG00000285720.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285722.1",2,0,0,0,93,0,1,0,0,0
"ENSG00000285723.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285724.2",0,0,0,0,0,0,0,1,0,0
"ENSG00000285725.1",17,28,21,6,29,53,5,12,6,6
"ENSG00000285726.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285727.1",1,5,0,5,2,0,0,2,0,0
"ENSG00000285728.2",40,82,136,39,578,102,17,75,36,29
"ENSG00000285729.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285730.1",5,27,8,2,15,7,1,8,2,0
"ENSG00000285731.1",0,0,2,0,1,1,1,0,0,1
"ENSG00000285732.1",0,0,0,0,0,9,8,1,2,0
"ENSG00000285733.1",0,0,1,0,0,0,0,1,0,0
"ENSG00000285734.1",6,0,1,0,1,16,6,0,0,0
"ENSG00000285735.2",0,1,0,0,0,0,0,0,0,0
"ENSG00000285736.1",1,5,3,2,3,6,5,0,0,0
"ENSG00000285737.1",9,5,5,10,1,3,3,5,0,2
"ENSG00000285738.1",3,4,0,0,3,0,2,0,4,0
"ENSG00000285739.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285740.1",0,0,0,1,4,0,0,0,0,0
"ENSG00000285741.1",0,0,1,0,0,0,0,0,0,1
"ENSG00000285742.1",0,0,0,0,0,7,0,0,3,0
"ENSG00000285743.1",0,0,0,0,17,0,0,0,0,0
"ENSG00000285744.1",35,12,7,9,142,76,3,59,52,62
"ENSG00000285745.1",2,1,0,0,1,0,0,0,0,3
"ENSG00000285746.1",0,1,1,1,0,0,0,0,0,0
"ENSG00000285747.1",3,2,1,3,2,0,2,0,0,4
"ENSG00000285748.2",6,2,11,4,2,2,0,1,3,1
"ENSG00000285749.2",0,9,0,0,2,0,0,1,0,0
"ENSG00000285750.1",0,2,1,0,2,0,0,1,0,0
"ENSG00000285751.1",1,0,1,121,0,3,3,1,4,2
"ENSG00000285752.1",7,31,26,32,16,32,8,25,11,17
"ENSG00000285753.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285754.1",0,0,0,0,0,0,1,0,0,0
"ENSG00000285755.2",1,7,11,0,21,8,7,3,0,6
"ENSG00000285756.2",707,746,417,291,677,586,28,615,313,429
"ENSG00000285758.2",4,5,4,3,1,3,2,8,4,7
"ENSG00000285759.1",12,0,1,0,22,0,1,1,1,4
"ENSG00000285760.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285761.1",3,5,5,1,6,14,9,11,3,11
"ENSG00000285762.1",0,1,0,0,0,0,0,1,0,0
"ENSG00000285763.1",52,23,183,19,41,24,5,14,2,21
"ENSG00000285764.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285765.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285766.1",0,5,7,1,1,2,2,1,7,1
"ENSG00000285768.1",3,11,5,2,2,2,6,0,1,3
"ENSG00000285769.2",1,11,2,0,16,0,0,0,5,1
"ENSG00000285770.1",2,3,9,0,5,4,0,1,0,2
"ENSG00000285771.1",4,1,52,4,2,3,2,3,0,6
"ENSG00000285772.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285773.1",0,0,0,0,0,3,1,1,0,2
"ENSG00000285774.3",0,1,0,0,0,15,1,2,9,1
"ENSG00000285775.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285776.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285777.1",0,0,0,0,0,4,0,0,1,0
"ENSG00000285778.2",0,0,0,0,0,0,10,0,0,0
"ENSG00000285779.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285780.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000285781.1",0,6,1,0,0,0,2,0,0,0
"ENSG00000285782.2",0,0,3,0,1,0,0,1,0,0
"ENSG00000285783.1",0,2,1,0,0,0,0,0,0,0
"ENSG00000285784.1",0,0,0,1,0,0,0,0,0,2
"ENSG00000285785.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000285786.1",0,0,0,0,0,2,0,1,0,0
"ENSG00000285788.1",0,0,4,0,0,0,0,0,0,2
"ENSG00000285789.1",0,0,0,0,1,0,1,0,0,0
"ENSG00000285790.1",0,1,7,0,0,4,0,6,0,12
"ENSG00000285791.1",7,6,3,5,12,16,14,16,7,4
"ENSG00000285792.1",0,1,0,0,0,3,1,0,0,0
"ENSG00000285793.1",0,0,0,2,7,0,3,2,8,1
"ENSG00000285794.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285796.1",218,354,397,108,128,182,103,197,84,271
"ENSG00000285797.1",0,0,1,0,1,0,0,0,0,0
"ENSG00000285798.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285799.1",63,54,37,7,45,79,13,62,19,23
"ENSG00000285800.1",1,4,6,0,0,0,0,0,0,0
"ENSG00000285801.1",1,0,0,0,0,1,2,0,0,0
"ENSG00000285802.1",6,1,2,0,0,0,0,0,0,0
"ENSG00000285803.1",8,31,31,1,9,38,6,13,4,2
"ENSG00000285804.2",4,6,0,5,28,20,12,28,9,13
"ENSG00000285805.1",6,0,37,4,8,4,19,11,6,19
"ENSG00000285806.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285807.1",0,1,2,0,0,0,0,0,0,0
"ENSG00000285808.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285809.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285810.1",1,0,0,2,0,2,0,0,0,1
"ENSG00000285811.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285812.1",13,36,28,5,25,5,0,4,3,8
"ENSG00000285813.1",51,37,146,37,9,8,36,40,25,31
"ENSG00000285814.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285815.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285816.1",3,4,5,4,3,22,7,2,25,6
"ENSG00000285817.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285818.1",0,0,0,2,0,0,0,0,0,0
"ENSG00000285819.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285820.1",9,1,10,0,7,0,0,3,0,1
"ENSG00000285821.1",0,0,3,0,0,0,1,0,0,0
"ENSG00000285822.1",1,0,0,323,0,0,0,0,0,0
"ENSG00000285823.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000285824.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285825.2",51,66,25,18,4,23,26,31,30,30
"ENSG00000285826.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000285827.1",1,2,0,0,0,0,0,0,0,1
"ENSG00000285829.1",8,1,0,0,0,0,0,1,0,0
"ENSG00000285830.1",4,14,5,0,4,5,0,8,1,1
"ENSG00000285831.1",0,0,0,0,0,10,7,2,0,4
"ENSG00000285833.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285834.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285835.1",0,5,0,0,0,0,0,1,0,0
"ENSG00000285836.1",3,14,19,2,2,7,2,8,5,9
"ENSG00000285837.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000285838.2",1,0,0,0,0,0,0,4,0,5
"ENSG00000285839.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285840.2",0,0,1,0,1,6,1,1,0,2
"ENSG00000285841.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285842.1",0,0,0,0,0,1,0,1,0,0
"ENSG00000285843.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285844.2",12,5,2,0,28,0,0,1,8,0
"ENSG00000285845.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285846.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285847.2",35,104,12,1,51,36,10,50,70,60
"ENSG00000285848.1",3,6,1,0,0,6,1,0,8,1
"ENSG00000285849.1",7,8,5,0,3,1,2,2,0,0
"ENSG00000285850.1",9,1,1,0,0,4,0,0,0,0
"ENSG00000285851.1",11,20,49,4,15,12,5,6,0,7
"ENSG00000285852.1",8,6,2,4,35,12,2,15,5,17
"ENSG00000285853.1",1,0,0,0,2,0,0,0,5,1
"ENSG00000285854.1",0,1,0,0,0,0,2,0,0,0
"ENSG00000285855.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285856.1",3,0,9,2,13,15,14,3,3,0
"ENSG00000285857.1",2,9,3,0,1,8,4,5,1,1
"ENSG00000285858.1",1,0,0,0,0,0,0,0,0,0
"ENSG00000285859.1",0,1,3,5,9,2,1,4,2,3
"ENSG00000285860.1",3,0,0,0,17,0,0,0,0,0
"ENSG00000285861.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285862.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285863.1",17,21,16,13,6,19,8,20,4,5
"ENSG00000285864.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285865.1",9,26,5,5,2,7,2,9,1,2
"ENSG00000285866.1",0,0,0,0,0,1,0,0,0,0
"ENSG00000285867.1",225,25,20,66,47,66,20,76,81,142
"ENSG00000285868.1",1,0,1,3,0,0,0,1,10,1
"ENSG00000285869.1",1,0,1,0,0,0,0,0,0,0
"ENSG00000285870.1",0,0,6,0,7,1,2,8,1,2
"ENSG00000285871.1",4,0,18,9,0,0,15,0,0,3
"ENSG00000285872.1",47,23,88,17,128,19,2,30,54,20
"ENSG00000285873.1",27,19,156,62,37,52,2,13,37,81
"ENSG00000285875.1",2,0,2,4,5,4,2,5,0,3
"ENSG00000285876.1",0,0,0,0,0,0,1,0,3,1
"ENSG00000285877.1",13,9,7,2,16,4,6,14,9,18
"ENSG00000285878.1",0,0,0,1,2,0,1,0,0,0
"ENSG00000285879.1",1,1,2,1,0,0,1,0,3,0
"ENSG00000285880.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285881.1",2,0,2,0,1,0,0,2,1,3
"ENSG00000285882.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285883.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000285884.1",17,13,64,13,31,33,17,39,37,45
"ENSG00000285885.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285886.1",8,6,17,5,1,4,2,2,1,4
"ENSG00000285887.1",1,4,6,5,1,16,21,4,19,19
"ENSG00000285888.1",0,1,1,1,3,0,0,0,1,0
"ENSG00000285889.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285890.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285891.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285892.1",2,0,0,0,0,0,0,1,0,0
"ENSG00000285894.2",0,0,0,0,0,0,2,0,0,0
"ENSG00000285895.1",0,1,2,0,1,0,1,1,1,0
"ENSG00000285896.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285897.1",1,10,6,12,11,5,2,5,4,3
"ENSG00000285898.1",4,0,1,1,0,0,3,0,0,0
"ENSG00000285899.1",1,0,1,0,0,0,0,0,0,0
"ENSG00000285900.1",1,0,0,0,0,0,1,1,0,1
"ENSG00000285901.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000285902.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285904.1",2,12,20,1,20,3,3,8,5,0
"ENSG00000285905.1",1,0,0,0,0,1,0,0,0,0
"ENSG00000285906.2",218,273,59,274,292,71,13,24,27,27
"ENSG00000285907.1",21,60,10,10,26,20,4,8,10,16
"ENSG00000285908.1",0,0,2,1,1,0,1,1,0,0
"ENSG00000285909.1",1,0,0,0,0,0,1,0,2,0
"ENSG00000285910.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285911.1",4,0,2,0,0,0,2,4,2,3
"ENSG00000285912.1",0,0,0,0,0,0,0,0,0,0
